,alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
275,,SKEB,1,,,,,,,SKEB-USDT,SPOT,,1662607568000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,5000,,USDT,,live,,0.000001,
276,,SKL,1,,,,,,,SKL-USDT,SPOT,,1617008400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
277,,SLP,1,,,,,,,SLP-USDT,SPOT,3,1629354835000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
278,,SNT,1,,,,,,,SNT-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
279,,SNX,1,,,,,,,SNX-USDT,SPOT,5,1595543578000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
280,,SPELL,1,,,,,,,SPELL-USDT,SPOT,,1634282681000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,100,,USDT,,live,,0.0000001,
281,,SPURS,1,,,,,,,SPURS-USDT,SPOT,,1698291133000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
282,,SSV,1,,,,,,,SSV-USDT,SPOT,5,1677659155000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
283,,SSWP,1,,,,,,,SSWP-USDT,SPOT,,1686538771000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.000001,
284,,STARL,1,,,,,,,STARL-USDT,SPOT,3,1635146385000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,,USDT,,live,,0.000000001,
285,,STC,1,,,,,,,STC-USDT,SPOT,,1661149481000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.0001,
286,,STETH,1,,,,,,,STETH-USDT,SPOT,5,1689650492000,0.000001,99999999999.0000000000000000,20000000,99999999999,1000000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.001,,USDT,,live,,0.01,
287,,STORJ,1,,,,,,,STORJ-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
288,,STX,1,,,,,,,STX-USDT,SPOT,5,1614852010000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
289,,SUI,1,,,,,,,SUI-USDT,SPOT,5,1683081975000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.0001,
290,,SUN,1,,,,,,,SUN-USDT,SPOT,,1625468400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
291,,SUSHI,1,,,,,,,SUSHI-USDT,SPOT,5,1598919600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
292,,SWEAT,1,,,,,,,SWEAT-USDT,SPOT,3,1663052031000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.000001,
293,,SWFTC,1,,,,,,,SWFTC-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
294,,T,1,,,,,,,T-USDT,SPOT,,1617163770000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
295,,TAKI,1,,,,,,,TAKI-USDT,SPOT,,1651125446000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
296,,TAMA,1,,,,,,,TAMA-USDT,SPOT,,1664264522000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.00001,
297,,THETA,1,,,,,,,THETA-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
298,,THG,1,,,,,,,THG-USDT,SPOT,,1639984183000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.0001,
299,,TIA,1,,,,,,,TIA-USDT,SPOT,5,1698774364000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDT,,live,,0.001,
300,,TON,1,,,,,,,TON-USDT,SPOT,5,1651204987000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.001,
301,,TRA,1,,,,,,,TRA-USDT,SPOT,,1617966991000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
302,,TRB,1,,,,,,,TRB-USDT,SPOT,5,1598569262000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDT,,live,,0.01,
303,,TRX,1,,,,,,,TRX-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.00001,
304,,TUP,1,,,,,,,TUP-USDT,SPOT,,1601448516000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
305,,TURBO,1,,,,,,,TURBO-USDT,SPOT,5,1684729021000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,,USDT,,live,,0.0000001,
306,,UMA,1,,,,,,,UMA-USDT,SPOT,5,1598828400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
307,,UNI,1,,,,,,,UNI-USDT,SPOT,5,1600280910000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.001,
308,,USDC,1,,,,,,,USDC-USDT,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
309,,USTC,1,,,,,,,USTC-USDT,SPOT,5,1653637997000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
310,,UTK,1,,,,,,,UTK-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.0001,
311,,VELO,1,,,,,,,VELO-USDT,SPOT,,1615194000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
312,,VELODROME,1,,,,,,,VELODROME-USDT,SPOT,,1679022470000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
313,,VELA,1,,,,,,,VELA-USDT,SPOT,,1680074572000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDT,,live,,0.0001,
314,,VRA,1,,,,,,,VRA-USDT,SPOT,5,1619607673000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
315,,VSYS,1,,,,,,,VSYS-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.000001,
316,,WAXP,1,,,,,,,WAXP-USDT,SPOT,5,1644555543000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
317,,WBTC,1,,,,,,,WBTC-USDT,SPOT,,1599973211000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,,USDT,,live,,0.1,
318,,WIFI,1,,,,,,,WIFI-USDT,SPOT,,1680779721000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
319,,WIN,1,,,,,,,WIN-USDT,SPOT,,1638431384000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDT,,live,,0.0000001,
320,,WNCG,1,,,,,,,WNCG-USDT,SPOT,,1629158107000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
321,,WOO,1,,,,,,,WOO-USDT,SPOT,5,1639550836000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
322,,WSM,1,,,,,,,WSM-USDT,SPOT,5,1695697261000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDT,,live,,0.00001,
323,,WXT,1,,,,,,,WXT-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
324,,XAUT,1,,,,,,,XAUT-USDT,SPOT,,1658201420000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDT,,live,,0.1,
325,,XCH,1,,,,,,,XCH-USDT,SPOT,5,1620064872000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDT,,live,,0.01,
326,,XEC,1,,,,,,,XEC-USDT,SPOT,,1626685200000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDT,,live,,0.00000001,
327,,XEM,1,,,,,,,XEM-USDT,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
328,,XETA,1,,,,,,,XETA-USDT,SPOT,,1658289961000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDT,,live,,0.00001,
329,,XLM,1,,,,,,,XLM-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
330,,XNO,1,,,,,,,XNO-USDT,SPOT,,1654683517000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDT,,live,,0.001,
331,,XPR,1,,,,,,,XPR-USDT,SPOT,,1597357482000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,100,,USDT,,live,,0.000001,
332,,XTZ,1,,,,,,,XTZ-USDT,SPOT,5,1573088404000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,,USDT,,live,,0.0001,
333,,YFI,1,,,,,,,YFI-USDT,SPOT,5,1598569239000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0005,,USDT,,live,,1,
334,,YFII,1,,,,,,,YFII-USDT,SPOT,,1598569254000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDT,,live,,0.1,
335,,YGG,1,,,,,,,YGG-USDT,SPOT,5,1627482600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
336,,ZBC,1,,,,,,,ZBC-USDT,SPOT,,1647403807000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,999999,999999,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
337,,ZETA,1,,,,,,,ZETA-USDT,SPOT,5,1706603650000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDT,,live,,0.0001,
338,,ZIL,1,,,,,,,ZIL-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,,USDT,,live,,0.00001,
339,,ZRX,1,,,,,,,ZRX-USDT,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDT,,live,,0.0001,
340,,BTC,1,,,,,,,BTC-USDC,SPOT,10,1585176747000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,,USDC,,live,,0.1,
341,,ETH,1,,,,,,,ETH-USDC,SPOT,10,1585176747000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,,USDC,,live,,0.01,
342,,OKB,1,,,,,,,OKB-USDC,SPOT,,1585176747000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
343,,MATIC,1,,,,,,,MATIC-USDC,SPOT,10,1653975320000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
344,,XRP,1,,,,,,,XRP-USDC,SPOT,10,1585176747000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
345,,SOL,1,,,,,,,SOL-USDC,SPOT,10,1653286331000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDC,,live,,0.01,
346,,DOGE,1,,,,,,,DOGE-USDC,SPOT,10,1653286331000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,,live,,0.00001,
347,,1INCH,1,,,,,,,1INCH-USDC,SPOT,,1655787830000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
348,,AAVE,1,,,,,,,AAVE-USDC,SPOT,5,1654585175000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,USDC,,live,,0.01,
349,,ADA,1,,,,,,,ADA-USDC,SPOT,10,1653286331000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
350,,AGLD,1,,,,,,,AGLD-USDC,SPOT,,1658816142000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
351,,ALGO,1,,,,,,,ALGO-USDC,SPOT,5,1655121032000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
352,,APE,1,,,,,,,APE-USDC,SPOT,5,1653286331000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
353,,APT,1,,,,,,,APT-USDC,SPOT,10,1666141200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.0001,
354,,AR,1,,,,,,,AR-USDC,SPOT,,1658816142000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
355,,ASTR,1,,,,,,,ASTR-USDC,SPOT,,1654585199000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.00001,
356,,ATOM,1,,,,,,,ATOM-USDC,SPOT,5,1653975320000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
357,,AVAX,1,,,,,,,AVAX-USDC,SPOT,10,1653286331000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
358,,BCH,1,,,,,,,BCH-USDC,SPOT,10,1605477603000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,USDC,,live,,0.1,
359,,BLUR,1,,,,,,,BLUR-USDC,SPOT,,1676356510000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
360,,BNB,1,,,,,,,BNB-USDC,SPOT,,1671540758000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDC,,live,,0.1,
361,,BSV,1,,,,,,,BSV-USDC,SPOT,,1585176747000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
362,,CEL,1,,,,,,,CEL-USDC,SPOT,,1655787830000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
363,,CHZ,1,,,,,,,CHZ-USDC,SPOT,5,1655787830000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.00001,
364,,COMP,1,,,,,,,COMP-USDC,SPOT,,1656388045000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
365,,CRO,1,,,,,,,CRO-USDC,SPOT,,1655787830000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.00001,
366,,CRV,1,,,,,,,CRV-USDC,SPOT,,1653975320000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
367,,CSPR,1,,,,,,,CSPR-USDC,SPOT,,1658816142000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDC,,live,,0.00001,
368,,DOT,1,,,,,,,DOT-USDC,SPOT,10,1653286331000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
369,,DYDX,1,,,,,,,DYDX-USDC,SPOT,,1655787830000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
370,,EGLD,1,,,,,,,EGLD-USDC,SPOT,,1656388045000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
371,,EOS,1,,,,,,,EOS-USDC,SPOT,,1585176747000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
372,,ETC,1,,,,,,,ETC-USDC,SPOT,10,1660023174000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
373,,ETHW,1,,,,,,,ETHW-USDC,SPOT,5,1663296165000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
374,,FIL,1,,,,,,,FIL-USDC,SPOT,,1653286331000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
375,,FLOKI,1,,,,,,,FLOKI-USDC,SPOT,,1671172201000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDC,,live,,0.00000001,
376,,FLR,1,,,,,,,FLR-USDC,SPOT,,1673256334000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDC,,live,,0.00001,
377,,FTM,1,,,,,,,FTM-USDC,SPOT,,1653975320000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
378,,GALA,1,,,,,,,GALA-USDC,SPOT,,1654585199000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDC,,live,,0.00001,
379,,GRT,1,,,,,,,GRT-USDC,SPOT,,1655121032000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
380,,HBAR,1,,,,,,,HBAR-USDC,SPOT,,1660023540000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.00001,
381,,ICP,1,,,,,,,ICP-USDC,SPOT,,1654585175000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
382,,KLAY,1,,,,,,,KLAY-USDC,SPOT,,1658816142000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
383,,LINK,1,,,,,,,LINK-USDC,SPOT,10,1654585175000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.001,
384,,LOOKS,1,,,,,,,LOOKS-USDC,SPOT,,1654585199000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.00001,
385,,LRC,1,,,,,,,LRC-USDC,SPOT,,1654585175000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
386,,LTC,1,,,,,,,LTC-USDC,SPOT,10,1585176747000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,USDC,,live,,0.01,
387,,LUNC,1,,,,,,,LUNC-USDC,SPOT,5,1653637997000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,,USDC,,live,,0.00000001,
388,,LUNA,1,,,,,,,LUNA-USDC,SPOT,5,1653732267000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
389,,MANA,1,,,,,,,MANA-USDC,SPOT,,1655121032000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
390,,MASK,1,,,,,,,MASK-USDC,SPOT,,1655121032000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
391,,MINA,1,,,,,,,MINA-USDC,SPOT,,1656388045000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
