,alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
392,,MKR,1,,,,,,,MKR-USDC,SPOT,,1658816142000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDC,,live,,0.1,
393,,NEAR,1,,,,,,,NEAR-USDC,SPOT,5,1653286331000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
394,,OKT,1,,,,,,,OKT-USDC,SPOT,,1656388045000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
395,,OP,1,,,,,,,OP-USDC,SPOT,10,1654017130000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
396,,RDNT,1,,,,,,,RDNT-USDC,SPOT,,1679379214000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDC,,live,,0.0001,
397,,RPL,1,,,,,,,RPL-USDC,SPOT,,1677659381000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,,live,,0.01,
398,,SAND,1,,,,,,,SAND-USDC,SPOT,5,1653975320000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
399,,SHIB,1,,,,,,,SHIB-USDC,SPOT,,1653286331000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDC,,live,,0.000000001,
400,,SNX,1,,,,,,,SNX-USDC,SPOT,5,1656388045000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
401,,STORJ,1,,,,,,,STORJ-USDC,SPOT,,1656388045000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
402,,STX,1,,,,,,,STX-USDC,SPOT,,1660023621000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
403,,SUSHI,1,,,,,,,SUSHI-USDC,SPOT,5,1655121032000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
404,,TON,1,,,,,,,TON-USDC,SPOT,,1656388045000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
405,,TRX,1,,,,,,,TRX-USDC,SPOT,,1585176747000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.00001,
406,,UNI,1,,,,,,,UNI-USDC,SPOT,5,1653975320000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.001,
407,,USDT,1,,,,,,,USDT-USDC,SPOT,,1675308867000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,,live,,0.0001,
408,,XLM,1,,,,,,,XLM-USDC,SPOT,,1655787830000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
409,,YFII,1,,,,,,,YFII-USDC,SPOT,,1660023463000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDC,,live,,0.1,
410,,YGG,1,,,,,,,YGG-USDC,SPOT,,1658816142000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,,live,,0.0001,
411,,ZIL,1,,,,,,,ZIL-USDC,SPOT,,1655121032000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDC,,live,,0.00001,
412,,BTC,1,,,,,,,BTC-DAI,SPOT,,1576623608000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,,DAI,,live,,0.1,
413,,ETH,1,,,,,,,ETH-DAI,SPOT,,1576623617000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,DAI,,live,,0.01,
414,,ETH,1,,,,,,,ETH-BTC,SPOT,10,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,,BTC,,live,,0.00001,
415,,OKB,1,,,,,,,OKB-BTC,SPOT,10,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
416,,MATIC,1,,,,,,,MATIC-BTC,SPOT,,1666675534000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,999999,999999,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,,live,,0.00000001,
417,,XRP,1,,,,,,,XRP-BTC,SPOT,5,1548133413000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,,live,,0.00000001,
418,,SOL,1,,,,,,,SOL-BTC,SPOT,5,1601434800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,BTC,,live,,0.0000001,
419,,DOGE,1,,,,,,,DOGE-BTC,SPOT,5,1618901953000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
420,,AAVE,1,,,,,,,AAVE-BTC,SPOT,3,1603317600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,BTC,,live,,0.000001,
421,,ADA,1,,,,,,,ADA-BTC,SPOT,5,1548133413000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
422,,ATOM,1,,,,,,,ATOM-BTC,SPOT,5,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
423,,AVAX,1,,,,,,,AVAX-BTC,SPOT,3,1600738200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
424,,BCH,1,,,,,,,BCH-BTC,SPOT,5,1605477603000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,BTC,,live,,0.000001,
425,,BSV,1,,,,,,,BSV-BTC,SPOT,3,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.000001,
426,,CHZ,1,,,,,,,CHZ-BTC,SPOT,3,1614754800000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
427,,CRO,1,,,,,,,CRO-BTC,SPOT,3,1571785200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
428,,CRV,1,,,,,,,CRV-BTC,SPOT,3,1597346596000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,BTC,,live,,0.00000001,
429,,DOT,1,,,,,,,DOT-BTC,SPOT,3,1598061649000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
430,,EOS,1,,,,,,,EOS-BTC,SPOT,5,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,,live,,0.00000001,
431,,ETC,1,,,,,,,ETC-BTC,SPOT,5,1548133413000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
432,,FIL,1,,,,,,,FIL-BTC,SPOT,5,1606950000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,,BTC,,live,,0.0000001,
433,,GRT,1,,,,,,,GRT-BTC,SPOT,3,1608246000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
434,,HBAR,1,,,,,,,HBAR-BTC,SPOT,,1568679563000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
435,,LINK,1,,,,,,,LINK-BTC,SPOT,5,1548133413000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
436,,LTC,1,,,,,,,LTC-BTC,SPOT,5,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,BTC,,live,,0.000001,
437,,MANA,1,,,,,,,MANA-BTC,SPOT,3,1548133413000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,,live,,0.00000001,
438,,MKR,1,,,,,,,MKR-BTC,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,BTC,,live,,0.00001,
439,,NEAR,1,,,,,,,NEAR-BTC,SPOT,3,1606950015000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,,BTC,,live,,0.00000001,
440,,NEO,1,,,,,,,NEO-BTC,SPOT,3,1548133413000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
441,,OKT,1,,,,,,,OKT-BTC,SPOT,,1611012711000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.0000001,
442,,QTUM,1,,,,,,,QTUM-BTC,SPOT,,1548133413000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,1,,BTC,,live,,0.0000001,
443,,SHIB,1,,,,,,,SHIB-BTC,SPOT,,1666675534000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,BTC,,live,,0.000000000001,
444,,STX,1,,,,,,,STX-BTC,SPOT,,1614852000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,,BTC,,live,,0.00000001,
445,,TRX,1,,,,,,,TRX-BTC,SPOT,3,1548133413000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
446,,UNI,1,,,,,,,UNI-BTC,SPOT,3,1600284608000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,1,,BTC,,live,,0.0000001,
447,,WBTC,1,,,,,,,WBTC-BTC,SPOT,,1599973200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.0001,,BTC,,live,,0.0001,
448,,XCH,1,,,,,,,XCH-BTC,SPOT,,1620064885000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,,live,,0.000001,
449,,XLM,1,,,,,,,XLM-BTC,SPOT,3,1548133413000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,,live,,0.000000001,
450,,OKB,1,,,,,,,OKB-ETH,SPOT,,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,ETH,,live,,0.000001,
451,,XRP,1,,,,,,,XRP-ETH,SPOT,,1548133413000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,ETH,,live,,0.0000001,
452,,SOL,1,,,,,,,SOL-ETH,SPOT,,1601434808000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,ETH,,live,,0.00001,
453,,DOGE,1,,,,,,,DOGE-ETH,SPOT,,1618901960000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,ETH,,live,,0.00000001,
454,,ADA,1,,,,,,,ADA-ETH,SPOT,,1548133413000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,ETH,,live,,0.0000001,
455,,ATOM,1,,,,,,,ATOM-ETH,SPOT,,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,ETH,,live,,0.000001,
456,,BETH,1,,,,,,,BETH-ETH,SPOT,,1608678028000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,ETH,,live,,0.0001,
457,,EOS,1,,,,,,,EOS-ETH,SPOT,,1548133413000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,ETH,,live,,0.0000001,
458,,FIL,1,,,,,,,FIL-ETH,SPOT,,1606950008000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,ETH,,live,,0.000001,
459,,LINK,1,,,,,,,LINK-ETH,SPOT,,1548133413000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,0.1,,ETH,,live,,0.000001,
460,,LTC,1,,,,,,,LTC-ETH,SPOT,,1548133413000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,,ETH,,live,,0.00001,
461,,OKT,1,,,,,,,OKT-ETH,SPOT,,1611012719000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,ETH,,live,,0.000001,
462,,STETH,1,,,,,,,STETH-ETH,SPOT,,1689650492000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,ETH,,live,,0.0001,
463,,TRX,1,,,,,,,TRX-ETH,SPOT,,1548133413000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,ETH,,live,,0.00000001,
464,,BTC,1,,,,,,,BTC-EURT,SPOT,,1658201420000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,,EURT,,live,,0.1,
465,,ETH,1,,,,,,,ETH-EURT,SPOT,,1658201420000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,EURT,,live,,0.01,
